sex,address,famsize,Pstatus,traveltime,studytime,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Walc,health,absences,G1,G2,G3,guardian_mother,guardian_other,failures_1,failures_2,failures_3
1,0,0,0,0.0,0.0,0,0,0,0,1,0,1,1,0.25,0.5,1.0,1.0,0.75,0.0,0,0,0,1,0,0,1,0
1,0,0,0,0.0,0.0,0,0,0,1,1,1,0,1,0.75,0.75,0.75,1.0,1.0,0.06451612903225806,0,0,0,1,0,1,0,0
0,1,1,0,0.3333333333333333,0.6666666666666666,0,1,1,1,1,1,1,1,0.75,0.25,0.0,0.5,0.5,0.021505376344086023,1,1,1,0,1,0,0,0
1,0,1,0,0.0,0.0,0,1,0,0,1,0,1,1,0.75,1.0,0.75,0.0,0.75,0.06451612903225806,0,0,0,1,0,0,0,0
0,0,1,0,0.0,0.0,1,1,0,0,1,1,0,1,0.75,0.25,0.0,0.0,0.75,0.0,1,1,1,1,0,0,0,0
1,1,1,0,0.0,0.3333333333333333,1,0,1,1,1,1,0,0,0.75,0.75,0.75,0.0,0.0,0.0,0,0,0,1,0,0,0,0
1,1,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0.25,0.25,0.25,0.5,1.0,0.15053763440860216,0,0,0,1,0,0,0,1
0,1,1,0,0.6666666666666666,0.0,0,1,0,1,0,1,0,0,1.0,0.25,1.0,1.0,0.75,0.06451612903225806,0,0,0,1,0,0,0,1
1,1,1,0,0.6666666666666666,0.0,0,0,0,0,0,1,0,0,0.75,0.25,0.25,0.25,0.5,0.043010752688172046,1,0,0,1,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,1,0,0,1,1,1,1,0.75,1.0,1.0,0.75,1.0,0.0,0,0,0,0,0,1,0,0
1,0,0,0,0.3333333333333333,0.0,0,0,0,0,0,1,1,0,0.75,0.75,1.0,1.0,1.0,0.0,0,0,0,1,0,0,1,0
1,1,0,0,0.3333333333333333,0.0,0,0,1,1,1,0,1,1,0.5,0.5,0.25,0.25,1.0,0.08602150537634409,0,0,0,1,0,1,0,0
1,1,1,0,0.3333333333333333,0.3333333333333333,1,1,0,0,1,1,1,1,0.75,0.75,0.75,0.75,0.5,0.043010752688172046,0,0,0,1,0,0,1,0
1,0,0,0,0.3333333333333333,0.0,0,0,0,1,1,1,0,0,0.75,0.75,0.75,0.75,1.0,0.021505376344086023,0,0,0,1,0,0,0,0
1,0,1,0,0.0,0.0,0,0,0,0,1,0,1,0,1.0,0.5,0.5,0.75,0.25,0.021505376344086023,0,0,0,0,0,1,0,0
1,1,0,0,1.0,0.3333333333333333,0,0,0,1,1,0,0,1,1.0,0.5,1.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0
1,0,1,0,0.3333333333333333,0.0,0,1,0,1,0,0,0,0,0.75,1.0,0.25,0.0,0.25,0.10752688172043011,0,0,0,1,0,0,0,1
1,0,1,0,0.0,0.3333333333333333,0,0,0,0,1,0,1,0,0.75,0.5,1.0,0.75,0.75,0.0,0,0,0,0,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,0,0,0,1,1,1,1,0.75,0.25,0.5,0.0,0.5,0.0,1,1,1,0,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,0,0,0,1,1,0,1.0,0.0,1.0,0.0,0.75,0.0,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,0,0,1,1,1,1,0.75,0.75,0.25,0.0,0.5,0.0,1,1,1,1,0,0,0,0
1,0,1,0,0.6666666666666666,0.0,0,1,0,1,0,1,1,0,0.5,0.75,1.0,0.75,0.25,0.043010752688172046,0,0,0,0,0,1,0,0
1,0,1,0,0.3333333333333333,0.3333333333333333,0,1,0,1,1,1,1,1,0.75,0.5,0.25,0.0,0.5,0.0,1,1,1,1,0,0,0,0
1,0,0,0,0.0,0.3333333333333333,0,1,0,1,1,1,1,0,0.75,0.75,0.75,0.5,1.0,0.0,0,0,0,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,0,0,1,0,1,1,1,0.75,0.5,1.0,0.0,0.5,0.0,1,1,1,1,0,0,0,0
0,0,0,0,0.3333333333333333,0.3333333333333333,0,1,0,1,1,1,1,0,0.75,0.75,1.0,0.0,0.75,0.0,1,1,1,1,0,0,0,0
1,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,1,1,1,1,0,0.75,0.75,0.75,0.75,0.75,0.0,0,0,0,1,0,0,0,0
0,0,1,0,0.3333333333333333,0.3333333333333333,0,0,0,1,0,1,1,0,0.5,0.75,0.75,0.75,1.0,0.0,1,1,1,1,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,0,0,1,0,1,1,0,0.75,0.5,0.75,0.75,0.75,0.043010752688172046,0,0,0,0,0,0,0,0
1,1,1,0,0.0,0.0,0,1,0,1,1,1,1,1,0.75,0.5,0.5,0.75,0.5,0.08602150537634409,0,0,0,1,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,1,1,1,1,1,1,1,1.0,0.25,0.5,0.0,0.25,0.043010752688172046,0,0,1,1,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,1,1,1,1,1,1,0,0.5,0.75,0.5,0.5,0.5,0.043010752688172046,0,0,0,1,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,0,0,1,1,1,1,1,0.75,0.25,0.5,0.25,0.5,0.0,0,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,0,1,1,1,0,0,1.0,0.75,0.25,0.5,1.0,0.0,1,1,1,0,0,0,0,0
0,0,0,0,0.0,0.3333333333333333,0,1,0,1,1,1,1,1,1.0,0.5,0.5,0.5,0.0,0.34408602150537637,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,0,0,1,1,1,0,0.0,0.25,0.25,0.25,0.0,0.08602150537634409,1,1,1,1,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,1,0,1,1,1,1,1,0.75,0.5,0.75,0.5,0.75,0.06451612903225806,0,1,1,1,0,0,0,0
1,0,1,0,0.0,0.0,0,1,0,1,1,1,1,1,0.5,0.5,0.5,0.25,0.5,0.0,0,0,0,1,0,0,0,0
1,0,0,0,0.0,0.3333333333333333,0,0,0,1,1,1,1,1,0.75,0.25,0.5,0.25,1.0,0.0,1,1,1,1,0,0,0,0
0,0,1,1,0.0,0.3333333333333333,0,1,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.10752688172043011,1,1,1,1,0,0,0,0
1,1,1,0,0.0,0.3333333333333333,0,0,0,0,1,1,0,0,0.5,0.0,0.5,1.0,0.5,0.06451612903225806,0,0,0,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,0,0,0,1,1,1,0,0.75,0.5,0.5,0.0,0.25,0.06451612903225806,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,0,0,1,1,1,1,0,1.0,0.5,0.5,0.0,0.5,0.0,1,0,1,1,0,0,0,0
1,0,1,0,0.3333333333333333,0.3333333333333333,0,0,0,1,0,1,1,0,0.75,0.75,0.75,1.0,1.0,0.17204301075268819,0,0,1,0,1,0,0,0
1,1,1,0,0.0,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.25,0.75,1.0,0.0,0,0,0,1,0,0,0,0
1,0,1,0,0.3333333333333333,0.0,0,0,0,0,1,1,1,0,1.0,0.5,0.5,0.0,0.5,0.0,1,1,1,0,0,0,0,0
0,0,0,0,0.0,0.3333333333333333,0,0,0,1,1,1,1,1,0.75,0.5,0.25,0.0,1.0,0.08602150537634409,1,1,1,0,0,0,0,0
1,0,1,0,0.0,0.0,0,0,0,0,1,1,1,0,1.0,0.25,0.5,0.25,1.0,0.043010752688172046,1,1,1,1,0,0,0,0
1,1,0,0,0.6666666666666666,0.0,0,1,0,1,1,1,1,0,0.5,0.5,0.75,1.0,0.5,0.17204301075268819,0,0,1,0,0,0,0,0
0,0,1,0,0.3333333333333333,0.0,0,1,0,0,1,1,1,0,0.75,0.25,0.75,0.5,0.25,0.3225806451612903,1,1,1,1,0,1,0,0
0,0,0,0,0.0,0.3333333333333333,0,1,0,0,1,1,1,0,0.75,1.0,0.25,0.25,0.5,0.0,0,0,0,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,0,1,1,1,1,0,0.75,0.5,1.0,1.0,0.25,0.021505376344086023,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,1,1,0,1,1,1,0,0,0.75,0.75,0.5,0.5,0.75,0.043010752688172046,0,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0.75,0.75,0.75,0.5,0.0,0.0,1,1,1,1,0,0,0,0
0,1,1,0,0.0,0.0,0,1,0,0,1,1,1,0,1.0,0.5,0.25,0.25,0.5,0.22580645161290322,1,1,1,1,0,0,0,0
0,1,1,0,0.3333333333333333,1.0,0,1,0,1,0,1,1,0,1.0,0.5,1.0,0.0,1.0,0.06451612903225806,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.6666666666666666,0,1,1,0,1,1,1,1,0.75,0.75,0.5,0.75,1.0,0.15053763440860216,0,0,0,1,0,1,0,0
0,0,1,1,0.0,0.3333333333333333,0,1,0,0,1,1,1,0,0.25,0.5,0.5,0.25,0.75,0.021505376344086023,0,0,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,0,0,1,1,1,1,1,0.0,0.5,0.25,0.0,0.0,0.043010752688172046,1,1,1,1,0,0,0,0
0,0,1,0,0.3333333333333333,0.0,0,1,0,0,1,1,0,0,0.75,0.5,0.25,0.75,1.0,0.021505376344086023,1,1,1,1,0,0,0,0
0,1,1,0,0.3333333333333333,0.6666666666666666,0,1,0,1,1,1,1,1,0.75,0.75,0.25,0.0,0.75,0.0,0,1,1,1,0,0,0,0
0,0,1,0,0.0,1.0,0,1,0,1,1,1,1,0,0.75,0.5,0.5,0.25,0.5,0.043010752688172046,1,1,1,0,1,0,0,0
1,0,0,0,0.0,0.3333333333333333,0,1,0,0,1,1,1,1,1.0,0.5,1.0,1.0,0.5,0.16129032258064516,1,1,1,1,0,0,0,0
0,0,1,1,0.0,0.3333333333333333,1,1,0,0,1,1,1,0,0.5,0.5,0.75,0.0,0.75,0.0,1,1,1,1,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,1,0,1,1,1,1,0,0.75,0.75,0.75,0.75,1.0,0.10752688172043011,1,0,0,1,0,0,0,0
0,1,0,0,0.0,0.0,0,1,0,0,1,1,0,0,1.0,0.25,0.0,0.25,0.5,0.06451612903225806,1,0,0,1,0,0,0,0
0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,1,1,1,0,0.75,0.75,0.75,0.5,0.0,0.021505376344086023,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,0,0,0,1,1,1,1,0.5,0.75,1.0,0.75,0.0,0.17204301075268819,0,0,0,1,0,0,0,0
1,0,0,0,0.0,0.3333333333333333,0,1,0,0,1,1,1,0,0.5,0.25,0.75,0.75,0.75,0.10752688172043011,0,0,0,0,0,0,0,0
0,0,1,0,0.3333333333333333,0.0,0,1,0,0,1,1,0,0,0.5,0.5,0.5,0.75,0.5,0.043010752688172046,1,1,1,0,0,0,0,0
0,0,1,0,0.0,0.6666666666666666,0,1,0,1,1,1,1,0,0.75,0.5,0.5,0.0,0.75,0.0,1,1,1,1,0,0,0,0
0,1,1,0,0.3333333333333333,0.3333333333333333,0,1,0,1,1,1,1,0,0.75,0.25,1.0,0.25,1.0,0.0,0,0,0,1,0,0,0,0
0,0,1,0,0.0,0.6666666666666666,0,1,0,1,1,1,0,1,0.75,0.5,0.75,0.0,1.0,0.12903225806451613,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,1,0,0,0,1,1,1,0,0.25,0.5,0.0,0.0,0.5,0.0,1,1,1,1,0,0,0,0
1,0,1,0,0.3333333333333333,0.3333333333333333,0,1,1,0,1,1,1,0,0.5,0.5,0.5,1.0,0.75,0.0967741935483871,0,0,0,1,0,0,0,1
0,0,1,0,0.0,0.6666666666666666,0,1,0,1,0,1,1,0,1.0,0.5,0.25,0.0,1.0,0.043010752688172046,1,1,1,1,0,0,0,0
0,1,1,0,0.0,0.3333333333333333,0,0,0,1,1,1,1,1,1.0,0.5,0.5,0.0,0.75,0.043010752688172046,0,0,0,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,0,0,1,0,1,1,0,1.0,0.5,0.75,0.5,0.5,0.021505376344086023,1,1,1,1,0,0,0,0
1,0,0,0,0.0,0.3333333333333333,0,1,0,0,0,1,1,0,1.0,0.5,0.5,0.5,0.5,0.0,0,0,0,0,0,0,0,0
1,0,0,0,1.0,0.3333333333333333,1,1,0,1,1,1,1,1,0.75,0.5,0.25,1.0,0.5,0.021505376344086023,0,0,0,1,0,0,0,0
0,0,1,1,0.3333333333333333,0.6666666666666666,0,0,0,1,1,1,1,1,0.5,0.25,0.5,0.25,0.5,0.0,1,1,1,1,0,0,0,0
0,0,0,0,0.0,0.3333333333333333,0,0,0,1,1,1,1,1,0.5,0.25,0.5,0.25,0.5,0.0,1,1,1,0,0,0,0,0
1,1,1,0,0.3333333333333333,0.3333333333333333,0,1,0,1,1,1,1,0,0.75,1.0,0.25,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,1,1,0,1,1,1,1,1,0.75,1.0,1.0,0.5,0.25,0.0,1,1,1,1,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,1,0,1,1,1,1,0,0.75,0.25,0.75,0.75,0.0,0.0,1,1,1,0,0,0,0,0
1,0,0,0,0.3333333333333333,0.3333333333333333,0,1,0,0,1,1,1,0,0.5,0.75,0.25,0.0,1.0,0.021505376344086023,0,0,0,1,0,0,0,0
1,0,1,0,0.3333333333333333,0.6666666666666666,0,0,0,1,1,1,1,1,1.0,0.5,0.5,0.5,0.25,0.0,1,1,1,1,0,0,0,0
1,0,0,0,0.0,0.3333333333333333,0,0,0,1,0,1,1,1,0.75,0.75,0.25,1.0,0.75,0.0,1,1,1,0,0,0,0,0
0,0,1,0,0.0,0.0,0,0,0,0,1,1,1,1,0.75,1.0,0.25,0.0,1.0,0.043010752688172046,0,0,0,1,0,0,0,0
0,0,1,1,0.0,0.3333333333333333,0,0,0,1,1,1,1,1,1.0,0.5,0.5,0.25,1.0,0.0,1,1,1,1,0,0,0,0
0,0,0,1,0.3333333333333333,0.3333333333333333,0,1,0,0,1,1,1,0,0.75,0.5,0.5,0.0,0.5,0.1935483870967742,0,0,0,1,0,1,0,0
0,0,0,0,0.0,0.3333333333333333,0,1,0,0,0,1,1,1,1.0,0.5,0.0,0.0,1.0,0.17204301075268819,0,0,0,1,0,1,0,0
0,0,1,0,0.3333333333333333,0.0,0,0,0,0,1,0,1,0,0.75,0.0,0.0,0.0,0.5,0.15053763440860216,0,0,0,1,0,1,0,0
1,0,1,0,0.0,0.0,0,1,0,1,0,0,1,1,0.75,0.75,0.5,0.25,0.0,0.27956989247311825,0,0,0,0,1,1,0,0
1,0,1,0,0.0,0.0,0,1,0,1,0,1,1,0,0.75,0.25,0.0,0.25,1.0,0.06451612903225806,0,0,0,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,0,0,1,1,1,0,0,1.0,0.75,0.25,0.0,0.5,0.043010752688172046,1,1,1,0,0,0,0,0
0,0,0,0,0.0,0.6666666666666666,0,1,0,1,1,1,1,1,0.75,0.5,0.25,0.25,0.75,0.10752688172043011,0,0,0,1,0,0,0,0
0,0,1,0,0.0,0.0,0,0,0,0,1,0,1,0,1.0,0.5,1.0,0.25,1.0,0.043010752688172046,1,0,0,1,0,0,0,0
0,1,1,0,0.6666666666666666,0.3333333333333333,0,0,0,1,1,1,0,0,0.25,0.0,0.0,0.0,0.5,0.021505376344086023,1,1,1,1,0,0,0,0
0,1,0,1,1.0,0.0,0,1,0,0,1,1,1,0,1.0,1.0,0.75,0.0,1.0,0.15053763440860216,0,0,0,0,1,1,0,0
1,0,1,0,0.0,0.3333333333333333,0,0,0,0,1,0,1,0,1.0,1.0,0.75,1.0,0.25,0.17204301075268819,0,0,0,0,0,0,0,0
0,0,0,1,0.0,0.0,0,1,0,0,0,0,1,0,0.5,0.0,0.25,0.0,0.0,0.08602150537634409,0,0,0,1,0,1,0,0
0,1,0,0,0.3333333333333333,0.6666666666666666,0,0,0,1,1,1,1,0,0.75,0.5,0.5,0.5,1.0,0.043010752688172046,1,1,1,1,0,0,0,0
0,0,0,1,0.0,0.3333333333333333,0,1,0,1,1,1,0,0,0.75,0.5,0.25,0.0,0.75,0.043010752688172046,1,1,1,1,0,0,0,0
1,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,1,1,1,1,1,0.25,1.0,1.0,0.75,1.0,0.08602150537634409,1,1,1,1,0,0,0,0
1,1,0,1,0.3333333333333333,0.3333333333333333,0,1,0,0,1,1,1,0,0.5,0.5,0.5,0.5,0.75,0.0,1,1,1,1,0,0,0,0
1,0,0,0,0.0,0.0,0,0,0,1,0,1,1,0,1.0,0.75,1.0,0.0,0.5,0.07526881720430108,1,1,1,1,0,0,0,0
1,0,1,0,0.0,0.0,0,0,1,1,1,1,1,0,1.0,0.5,0.25,0.25,1.0,0.043010752688172046,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,1,0,1,1,1,1,1.0,0.5,0.0,0.75,1.0,0.021505376344086023,0,0,1,1,0,0,0,0
1,1,1,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,1,1,1,0.75,0.5,0.5,0.0,0.0,0.021505376344086023,1,1,1,0,0,0,0,0
0,0,1,0,0.3333333333333333,0.6666666666666666,0,1,0,0,1,1,1,1,0.75,0.25,0.25,0.5,1.0,0.10752688172043011,0,0,0,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,1,0,0,0,0,1,0,1,0.75,0.5,0.25,0.0,0.75,0.10752688172043011,0,0,0,1,0,0,0,0
0,0,1,0,0.3333333333333333,0.6666666666666666,0,1,0,0,0,1,1,1,0.75,0.75,0.75,0.0,0.5,0.10752688172043011,1,0,0,0,1,0,0,0
1,0,1,0,0.6666666666666666,0.0,0,0,0,0,1,1,1,0,0.75,0.5,0.5,0.0,0.75,0.07526881720430108,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,0,0,1,1,0,0,0.75,0.5,0.75,0.25,1.0,0.043010752688172046,0,0,0,0,0,0,0,0
1,0,1,0,0.3333333333333333,0.0,0,0,0,0,1,1,1,0,1.0,0.25,0.25,0.0,0.25,0.021505376344086023,0,1,1,0,0,0,0,0
1,0,1,0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.75,1.0,1.0,0.0,0.12903225806451613,0,0,0,1,0,0,0,1
1,1,0,0,0.0,0.3333333333333333,0,1,0,0,1,1,1,1,0.75,0.5,0.5,0.5,1.0,0.08602150537634409,0,0,0,1,0,0,0,0
1,0,1,0,0.0,0.0,0,0,0,0,0,1,1,0,0.75,0.5,0.25,0.75,1.0,0.0,0,1,0,1,0,0,0,0
1,0,1,0,0.3333333333333333,0.0,0,0,0,0,1,0,1,0,0.75,0.75,1.0,0.75,1.0,0.08602150537634409,0,0,0,1,0,0,0,0
1,0,1,0,0.6666666666666666,0.3333333333333333,1,1,0,0,0,1,1,0,1.0,0.5,0.5,0.5,0.25,0.043010752688172046,0,0,0,0,1,1,0,0
1,0,1,0,0.0,0.0,0,0,0,0,0,0,1,0,0.5,0.25,1.0,1.0,1.0,0.043010752688172046,0,0,0,1,0,0,1,0
1,1,1,0,0.3333333333333333,0.0,0,0,0,1,0,1,0,0,0.5,0.5,0.25,0.5,0.5,0.021505376344086023,1,1,1,1,0,0,0,0
1,1,1,0,0.0,0.0,0,0,0,0,0,1,1,0,0.75,0.75,0.25,0.75,1.0,0.0,1,1,1,1,0,0,0,0
1,0,0,0,0.3333333333333333,0.0,0,1,0,1,1,1,1,0,0.75,0.75,0.75,0.25,1.0,0.0,0,0,0,1,0,1,0,0
0,0,0,1,0.0,0.3333333333333333,0,1,0,0,0,1,1,1,0.75,0.5,0.75,0.5,1.0,0.021505376344086023,1,1,1,1,0,0,0,0
0,0,0,0,0.0,1.0,0,1,0,1,1,1,1,0,0.75,0.25,0.5,0.0,0.75,0.021505376344086023,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,0,0,1,1,1,0,0.75,0.5,0.5,0.0,1.0,0.0,0,0,0,1,0,0,0,0
1,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0,1,0,0,1,0,0.75,0.75,1.0,0.75,1.0,0.043010752688172046,0,0,0,1,0,1,0,0
0,1,1,0,0.0,0.6666666666666666,0,1,0,1,1,1,1,0,0.75,0.5,0.75,0.5,1.0,0.021505376344086023,0,1,1,1,0,0,0,0
0,0,0,0,0.0,0.6666666666666666,0,1,0,0,0,1,0,0,0.75,0.75,0.5,0.5,0.5,0.043010752688172046,0,1,1,1,0,0,0,0
0,1,1,0,0.0,0.3333333333333333,1,0,0,0,1,1,0,0,0.5,0.25,0.5,0.0,1.0,0.043010752688172046,0,0,1,1,0,0,0,0
1,0,0,1,0.0,0.3333333333333333,0,1,0,0,1,1,1,0,0.75,0.5,0.0,0.0,0.0,0.043010752688172046,0,1,1,1,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,0,0,1,1,1,1,0,1.0,0.25,0.75,0.25,0.75,0.021505376344086023,1,1,1,1,0,0,0,0
1,1,1,0,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,1.0,0.25,0.25,0.0,0.75,0.0,0,0,0,1,0,0,0,0
0,0,0,0,0.0,1.0,0,0,0,1,1,1,1,1,0.5,0.75,0.0,0.0,0.25,0.021505376344086023,0,0,1,0,0,0,0,0
0,1,1,0,0.3333333333333333,0.3333333333333333,0,1,1,1,1,0,1,1,0.0,0.25,0.5,0.25,0.25,0.08602150537634409,0,1,1,0,1,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,0,0,1,1,1,1,0.5,0.0,0.25,0.5,0.25,0.021505376344086023,1,1,1,0,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,1,0,0,0,1,1,0,0.75,0.5,0.25,0.0,0.5,0.021505376344086023,0,0,0,1,0,0,0,0
1,1,1,0,0.0,0.6666666666666666,0,0,0,1,0,1,0,0,1.0,0.5,0.25,0.0,0.5,0.021505376344086023,0,0,1,1,0,0,0,0
0,0,1,0,0.0,0.6666666666666666,0,0,0,1,0,1,0,0,0.5,0.25,0.5,0.0,0.75,0.021505376344086023,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.6666666666666666,0,1,0,1,1,1,1,1,0.75,0.5,0.5,0.0,0.5,0.0,0,1,1,1,0,0,0,0
1,0,1,0,0.3333333333333333,0.0,0,0,0,0,1,0,1,0,0.75,0.75,0.75,0.5,0.75,0.08602150537634409,0,0,0,0,0,0,0,0
1,1,0,1,0.3333333333333333,0.3333333333333333,0,1,0,1,1,1,1,0,0.75,0.25,1.0,0.75,0.0,0.06451612903225806,1,1,1,1,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,0,0,1,1,1,1,1,1.0,0.75,0.75,0.75,1.0,0.0,0,0,1,1,0,0,0,0
0,1,1,0,0.3333333333333333,0.3333333333333333,0,0,0,1,1,1,1,0,0.75,0.5,0.75,0.25,0.75,0.08602150537634409,0,0,1,1,0,0,0,0
1,0,1,0,0.0,0.3333333333333333,0,1,0,1,1,1,1,1,1.0,0.75,1.0,0.5,1.0,0.043010752688172046,0,1,1,0,0,0,0,0
0,1,1,0,0.3333333333333333,0.3333333333333333,0,1,0,0,1,0,1,1,0.75,0.5,1.0,0.25,0.5,0.12903225806451613,0,0,0,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,0,1,1,1,1,0,0.75,0.5,1.0,0.5,1.0,0.17204301075268819,0,1,1,0,1,0,0,0
0,0,1,0,0.0,1.0,0,1,0,1,1,1,1,1,0.75,1.0,1.0,0.5,0.25,0.10752688172043011,1,1,1,0,0,0,0,0
0,0,0,0,0.3333333333333333,0.3333333333333333,0,1,0,0,0,1,0,0,0.75,0.75,0.5,0.0,0.5,0.021505376344086023,1,1,1,1,0,0,0,0
1,1,1,0,0.0,0.3333333333333333,0,1,0,1,0,1,0,1,0.5,1.0,0.25,0.25,0.0,0.021505376344086023,1,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,0,1,0,0,1,1,1,1,0.75,0.25,1.0,0.25,0.0,0.08602150537634409,1,1,1,1,0,0,0,0
0,0,1,0,0.3333333333333333,0.3333333333333333,0,1,0,0,1,1,1,1,0.75,0.5,0.5,0.0,0.0,0.06451612903225806,1,1,1,1,0,0,0,0
0,0,0,0,0.3333333333333333,0.3333333333333333,1,1,0,0,1,1,1,1,0.75,0.75,0.75,0.5,1.0,0.06451612903225806,1,1,1,1,0,0,0,0
0,1,1,1,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,1,1,0.75,0.0,0.0,0.0,1.0,0.16129032258064516,1,0,0,1,0,0,0,0
1,0,1,0,0.3333333333333333,0.0,0,0,0,1,1,1,1,0,0.5,0.25,0.75,0.75,0.5,0.06451612903225806,0,1,1,1,0,0,0,0
0,0,1,0,0.0,0.3333333333333333,1,1,0,1,1,1,1,1,0.25,0.75,0.75,0.0,0.75,0.021505376344086023,1,1,1,0,0,1,0,0
0,0,1,0,0.6666666666666666,0.6666666666666666,0,1,0,0,1,1,1,1,0.75,0.25,0.5,0.0,0.0,0.08602150537634409,1,1,1,0,0,0,0,0
0,1,1,0,0.0,0.3333333333333333,1,1,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0.0,0,0,0,0,0,1,0,0
